"app_id","app_name","line","onprem_qvd","status","cloud_target","note"
"c181957a-a6c8-4ad2-b10c-28eacb96089e","Community Profile Nprint(3)","3010","[lib://AppData/PROD/AzureDataLake/FUSION/Grant Activity Review.qvd]","retargeted","[lib://Curated Data Store:DataFiles/10 Landing Area/FUSION/Grant Activity Review.qvd]",""
"c181957a-a6c8-4ad2-b10c-28eacb96089e","Community Profile Nprint(3)","3026","[lib://AppData/PROD/AzureDataLake/GPS/Grant Activity Performance Item.qvd]","retargeted","[lib://Curated Data Store:DataFiles/10 Landing Area/GPS/Grant Activity Performance Item.qvd]",""
"c181957a-a6c8-4ad2-b10c-28eacb96089e","Community Profile Nprint(3)","3075","[lib://AppData/PROD/AzureDataLake/FUSION/Performance Report Assessment.qvd]","retargeted","[lib://Curated Data Store:DataFiles/10 Landing Area/FUSION/Performance Report Assessment.qvd]",""
"c181957a-a6c8-4ad2-b10c-28eacb96089e","Community Profile Nprint(3)","3087","[lib://AppDataProd/AzureDataLake/GPS/Grant Activity Performance Indicator.qvd]","retargeted","[lib://Curated Data Store:DataFiles/10 Landing Area/GPS/Grant Activity Performance Indicator.qvd]",""
"c181957a-a6c8-4ad2-b10c-28eacb96089e","Community Profile Nprint(3)","3106","[lib://AppDataProd/AzureDataLake/FUSION/Grant Activity KPI Assessment.qvd]","retargeted","[lib://Curated Data Store:DataFiles/10 Landing Area/FUSION/Grant Activity KPI Assessment.qvd]",""
"c181957a-a6c8-4ad2-b10c-28eacb96089e","Community Profile Nprint(3)","3150","[lib://AppData/PROD/AzureDataLake/GPS/Grant Activity Milestone.qvd]","retargeted","[lib://Curated Data Store:DataFiles/10 Landing Area/GPS/Grant Activity Milestone.qvd]",""
"c181957a-a6c8-4ad2-b10c-28eacb96089e","Community Profile Nprint(3)","3157","[lib://AppData/PROD/AzureDataLake/FUSION/Performance Report Assessment.qvd]","retargeted","[lib://Curated Data Store:DataFiles/10 Landing Area/FUSION/Performance Report Assessment.qvd]",""
"c181957a-a6c8-4ad2-b10c-28eacb96089e","Community Profile Nprint(3)","3185","[lib://AppData/PROD/AzureDataLake/GPS/Grant Activity Missing Milestone.qvd]","retargeted","[lib://Curated Data Store:DataFiles/10 Landing Area/GPS/Grant Activity Missing Milestone.qvd]",""
"c181957a-a6c8-4ad2-b10c-28eacb96089e","Community Profile Nprint(3)","3243","//	FROM [lib://AppData/PROD/AzureDataLake/GPS/Grant Activity Milestone Derived History.qvd] (qvd);","commented","",""
"c181957a-a6c8-4ad2-b10c-28eacb96089e","Community Profile Nprint(3)","3251","//	FROM [lib://AppData/PROD/AzureDataLake/GPS/Grant Activity Missing Milestone Derived History.qvd] (qvd);","commented","",""
"c181957a-a6c8-4ad2-b10c-28eacb96089e","Community Profile Nprint(3)","3316","[lib://AppData/PROD/AzureDataLake/FUSION/Site Visit Assessment.qvd]","retargeted","[lib://Curated Data Store:DataFiles/10 Landing Area/FUSION/Site Visit Assessment.qvd]",""
"c181957a-a6c8-4ad2-b10c-28eacb96089e","Community Profile Nprint(3)","3383","[lib://AppData/PROD/AzureDataLake/FUSION/Site Visit Location.qvd]","retargeted","[lib://Curated Data Store:DataFiles/10 Landing Area/FUSION/Site Visit Location.qvd]",""
"c181957a-a6c8-4ad2-b10c-28eacb96089e","Community Profile Nprint(3)","3407","[lib://AppDataProd/Geospatial/LGA 2023.qvd]","geospatial","",""
"c181957a-a6c8-4ad2-b10c-28eacb96089e","Community Profile Nprint(3)","3415","[lib://AppDataProd/Geospatial/MB 2021 - LGA 2023.qvd]","geospatial","",""
"c181957a-a6c8-4ad2-b10c-28eacb96089e","Community Profile Nprint(3)","3428","[lib://AppDataProd/Geospatial/STATE 2016.qvd]","geospatial","",""
"c181957a-a6c8-4ad2-b10c-28eacb96089e","Community Profile Nprint(3)","3437","[lib://AppDataProd/Geospatial/EC 2020.qvd]","geospatial","",""
"c181957a-a6c8-4ad2-b10c-28eacb96089e","Community Profile Nprint(3)","3444","//	FROM [lib://AppDataProd/Geospatial/SA1_TO_EC.qvd] (qvd);","commented","",""
"c181957a-a6c8-4ad2-b10c-28eacb96089e","Community Profile Nprint(3)","3450","[lib://AppDataProd/Geospatial/MB - EC.qvd]","geospatial","",""
"c181957a-a6c8-4ad2-b10c-28eacb96089e","Community Profile Nprint(3)","4103","[lib://AppDataProd/AzureDataLake/ABS/2021 Census Datapacks x ILOC.qvd]","not-in-map","",""
"c181957a-a6c8-4ad2-b10c-28eacb96089e","Community Profile Nprint(3)","4114","[lib://AppDataProd/AzureDataLake/ABS/2021 ABS Remoteness x ILOC.qvd]","not-in-map","",""
"c181957a-a6c8-4ad2-b10c-28eacb96089e","Community Profile Nprint(3)","4266","[lib://AppDataProd/AzureDataLake/ABS/2021 CtG Targets ABS Tablebuilder.qvd]","not-in-map","",""
"c181957a-a6c8-4ad2-b10c-28eacb96089e","Community Profile Nprint(3)","4298","[lib://AppDataProd/AzureDataLake/ORIC/ORIC Corporations.qvd]","unusable-verdict","","ORIC ID:create-view; ORIC Corporation:not-found; ORIC Incorporation Date:not-found; ORIC Status:not-found; ORIC Status Date:not-found; ORIC Size:not-found; ORIC State:not-found; ORIC Post Code:not-found; ORIC Locality:not-found; ORIC Industry:not-found; ORIC ACNC Registered?:not-found; ORIC Number of Members:not-found; ORIC Number of Directors:not-found; ORIC Total Income 2019/20:not-found; ORIC Total Assets 2019/20:not-found; ORIC Number of Employees 2019/20:not-found; ORIC Total Income 2020/21:not-found; ORIC Total Assets 2020/21:not-found; ORIC Number of Employees 2020/21:not-found; ORIC Total Income 2021/22:not-found; ORIC Total Assets 2021/22:not-found; ORIC Number of Employees 2021/22:not-found; ORIC URL:not-found"
"c181957a-a6c8-4ad2-b10c-28eacb96089e","Community Profile Nprint(3)","4374","[lib://AppDataProd/AzureDataLake/CAEPR/IRSEO PINIRSEO 2021.qvd]","not-in-map","",""
"c181957a-a6c8-4ad2-b10c-28eacb96089e","Community Profile Nprint(3)","4421","[lib://AppDataProd/Geospatial/NT Admin Region 2023.qvd]","geospatial","",""
"c181957a-a6c8-4ad2-b10c-28eacb96089e","Community Profile Nprint(3)","4429","[lib://AppDataProd/Geospatial/MB 2021 - NT Admin Region 2023.qvd]","geospatial","",""
"c181957a-a6c8-4ad2-b10c-28eacb96089e","Community Profile Nprint(3)","4445","[lib://AppData/PROD/AzureDataLake/NACCHO/Member Name Locations.qvd]","retargeted-pending-import","[lib://Curated Data Store:DataFiles/10 Landing Area/NACCHO/Member Name Locations.qvd]",""
"c181957a-a6c8-4ad2-b10c-28eacb96089e","Community Profile Nprint(3)","4465","[lib://AppDataProd/AzureDataLake/DGOV/Services Australia Offices.qvd]","retargeted","[lib://Curated Data Store:DataFiles/10 Landing Area/DGOV/Services Australia Offices.qvd]",""
"c181957a-a6c8-4ad2-b10c-28eacb96089e","Community Profile Nprint(3)","5961","[lib://AppDataProd/AzureDataLake/NIAA/Fleet Detail.qvd]","not-in-map","",""
"c181957a-a6c8-4ad2-b10c-28eacb96089e","Community Profile Nprint(3)","6024","[lib://AppDataProd/AzureDataLake/NIAA/Fleet.qvd]","not-in-map","",""
"c181957a-a6c8-4ad2-b10c-28eacb96089e","Community Profile Nprint(3)","6047","[lib://AppDataProd/AzureDataLake/NIAA/Fleet Detail.qvd]","not-in-map","",""
"c181957a-a6c8-4ad2-b10c-28eacb96089e","Community Profile Nprint(3)","6075","// FROM [lib://AppDataProd/AzureDataLake/NIAA/Fleet Detail.qvd]","commented","",""
"c181957a-a6c8-4ad2-b10c-28eacb96089e","Community Profile Nprint(3)","6106","// FROM [lib://AppDataProd/AzureDataLake/NIAA/Fleet.qvd]","commented","",""
"c181957a-a6c8-4ad2-b10c-28eacb96089e","Community Profile Nprint(3)","6168","[lib://AppDataProd/AzureDataLake/AEDC/AEDC_2021_Student.qvd]","not-in-map","",""
"c181957a-a6c8-4ad2-b10c-28eacb96089e","Community Profile Nprint(3)","13458","[lib://AppDataProd/AzureDataLake/AURION/Organisation Staff.qvd]","retargeted","[lib://Curated Data Store:DataFiles/10 Landing Area/AURION/Organisation Staff.qvd]",""
"c181957a-a6c8-4ad2-b10c-28eacb96089e","Community Profile Nprint(3)","13470","[lib://Curated Data Store - DEV:DataFiles/10 Landing Area/abs/CED.qvd]","already-mapped","",""
"local:crm-qvd-generator","CRM QVD Generator","58","[lib://AppData\PROD\AzureDataLake\CRM\CRM Linking Table.qvd]","out-of-scope","","unclassified lib:// occurrence (no FROM/DIRECTORY context)"
"local:crm-qvd-generator","CRM QVD Generator","118","[lib://AppData\PROD\AzureDataLake\CRM\Engagement.qvd]","out-of-scope","","unclassified lib:// occurrence (no FROM/DIRECTORY context)"
"local:crm-qvd-generator","CRM QVD Generator","223","[lib://AppData\PROD\AzureDataLake\CRM\Organisation.qvd]","out-of-scope","","unclassified lib:// occurrence (no FROM/DIRECTORY context)"
"local:crm-qvd-generator","CRM QVD Generator","256","[lib://AppData\PROD\AzureDataLake\CRM\Engagement Outcome.qvd]","out-of-scope","","unclassified lib:// occurrence (no FROM/DIRECTORY context)"
"local:crm-qvd-generator","CRM QVD Generator","273","[lib://AppData\PROD\AzureDataLake\CRM\Engagement Metatag.qvd]","out-of-scope","","unclassified lib:// occurrence (no FROM/DIRECTORY context)"
"local:crm-qvd-generator","CRM QVD Generator","290","[lib://AppData\PROD\AzureDataLake\CRM\Organisation Metatag.qvd]","out-of-scope","","unclassified lib:// occurrence (no FROM/DIRECTORY context)"
"local:crm-qvd-generator","CRM QVD Generator","309","[lib://AppData\PROD\AzureDataLake\CRM\Tag.qvd]","out-of-scope","","unclassified lib:// occurrence (no FROM/DIRECTORY context)"
"local:crm-qvd-generator","CRM QVD Generator","350","[lib://AppData\PROD\AzureDataLake\CRM\Note.qvd]","out-of-scope","","unclassified lib:// occurrence (no FROM/DIRECTORY context)"
"local:crm-qvd-generator","CRM QVD Generator","423","[lib://AppData\PROD\AzureDataLake\CRM\Contact.qvd]","out-of-scope","","unclassified lib:// occurrence (no FROM/DIRECTORY context)"
"local:crm-qvd-generator","CRM QVD Generator","476","[lib://AppData\PROD\AzureDataLake\CRM\Interaction.qvd]","out-of-scope","","unclassified lib:// occurrence (no FROM/DIRECTORY context)"
"local:crm-qvd-generator","CRM QVD Generator","511","[lib://AppData\PROD\AzureDataLake\CRM\User.qvd]","out-of-scope","","unclassified lib:// occurrence (no FROM/DIRECTORY context)"
"local:crm-qvd-generator","CRM QVD Generator","528","[lib://AppData\PROD\AzureDataLake\CRM\Contact Metatag.qvd]","out-of-scope","","unclassified lib:// occurrence (no FROM/DIRECTORY context)"
"local:crm-qvd-generator","CRM QVD Generator","556","[lib://AppData\PROD\AzureDataLake\CRM\Interaction Party.qvd]","out-of-scope","","unclassified lib:// occurrence (no FROM/DIRECTORY context)"
"local:crm-qvd-generator","CRM QVD Generator","627","[lib://AppData\PROD\AzureDataLake\CRM\Appointment.qvd]","out-of-scope","","unclassified lib:// occurrence (no FROM/DIRECTORY context)"
"local:crm-qvd-generator","CRM QVD Generator","661","[lib://AppData\PROD\AzureDataLake\CRM\Engagement.qvd]","out-of-scope","","unclassified lib:// occurrence (no FROM/DIRECTORY context)"
"local:crm-qvd-generator","CRM QVD Generator","674","[lib://AppData\PROD\AzureDataLake\CRM\Tag.qvd]","out-of-scope","","unclassified lib:// occurrence (no FROM/DIRECTORY context)"
"local:crm-qvd-generator","CRM QVD Generator","697","[lib://AppData\PROD\AzureDataLake\CRM\Note.qvd]","out-of-scope","","unclassified lib:// occurrence (no FROM/DIRECTORY context)"
"local:crm-qvd-generator","CRM QVD Generator","736","[lib://AppData\PROD\AzureDataLake\CRM\Contact.qvd]","out-of-scope","","unclassified lib:// occurrence (no FROM/DIRECTORY context)"
"local:crm-qvd-generator","CRM QVD Generator","762","[lib://AppData\PROD\AzureDataLake\CRM\Organisation.qvd]","out-of-scope","","unclassified lib:// occurrence (no FROM/DIRECTORY context)"
"local:crm-qvd-generator","CRM QVD Generator","790","[lib://AppData\PROD\AzureDataLake\CRM\Interaction.qvd]","out-of-scope","","unclassified lib:// occurrence (no FROM/DIRECTORY context)"
"local:crm-qvd-generator","CRM QVD Generator","824","[lib://AppData\PROD\AzureDataLake\CRM\User.qvd]","out-of-scope","","unclassified lib:// occurrence (no FROM/DIRECTORY context)"
"b8c2b008-894d-4850-a09c-ab34a12ee9d8","FUSION QVD Generator","8074","[lib://AppData\$(Env)\$(DataStore)\$(DataSource)\$(TableName).qvd]","out-of-scope","","unclassified lib:// occurrence (no FROM/DIRECTORY context)"
"b8c2b008-894d-4850-a09c-ab34a12ee9d8","FUSION QVD Generator","8075","[lib://AppData\$(Env)\$(DataStore)\$(DataSource)\csv\$(TableName).csv]","out-of-scope","","unclassified lib:// occurrence (no FROM/DIRECTORY context)"
"b8c2b008-894d-4850-a09c-ab34a12ee9d8","FUSION QVD Generator","8157","[lib://AppData\$(Env)\$(DataStore)\$(DataSource)\$(TableName).qvd]","out-of-scope","","unclassified lib:// occurrence (no FROM/DIRECTORY context)"
"b8c2b008-894d-4850-a09c-ab34a12ee9d8","FUSION QVD Generator","8158","//  STORE [$(TableName)] into [lib://AppData\$(Env)\$(DataStore)\$(DataSource)\csv\$(TableName).csv] (txt);","commented","",""
"b8c2b008-894d-4850-a09c-ab34a12ee9d8","FUSION QVD Generator","8239","[lib://AppData\$(Env)\$(DataStore)\$(DataSource)\$(TableName).qvd]","out-of-scope","","unclassified lib:// occurrence (no FROM/DIRECTORY context)"
"b8c2b008-894d-4850-a09c-ab34a12ee9d8","FUSION QVD Generator","8240","//  STORE [$(TableName)] into [lib://AppData\$(Env)\$(DataStore)\$(DataSource)\csv\$(TableName).csv] (txt);","commented","",""
"8559461b-8aba-4ccf-8380-493b75348cdf","Geospatial QVD Generator","2456","[lib://AppData\$(Env)\$(AppName)\$(TableName).qvd]","out-of-scope","","unclassified lib:// occurrence (no FROM/DIRECTORY context)"
"8559461b-8aba-4ccf-8380-493b75348cdf","Geospatial QVD Generator","2457","[lib://AppData\$(Env)\$(AppName)\csv\$(TableName).csv]","out-of-scope","","unclassified lib:// occurrence (no FROM/DIRECTORY context)"
"8be957c3-5b4e-4798-8325-79e5cfb34916","GPS QVD Generator","63","[lib://AppData\PROD\AzureDataLake\GPS\Grant Activity Milestone Derived History.qvd]","out-of-scope","","unclassified lib:// occurrence (no FROM/DIRECTORY context)"
"8be957c3-5b4e-4798-8325-79e5cfb34916","GPS QVD Generator","66","//STORE [Grant Activity Milestone Derived History] into [lib://AppData\PROD\AzureDataLake\GPS\Grant Activity Milestone Derived History.csv] (txt); //SC 20231030 - remove the export to csv for all tables","commented","",""
"8be957c3-5b4e-4798-8325-79e5cfb34916","GPS QVD Generator","80","[lib://AppData\PROD\AzureDataLake\GPS\Grant Activity Missing Milestone Derived History.qvd]","out-of-scope","","unclassified lib:// occurrence (no FROM/DIRECTORY context)"
"8be957c3-5b4e-4798-8325-79e5cfb34916","GPS QVD Generator","83","//STORE [Grant Activity Missing Milestone Derived History] into [lib://AppData\PROD\AzureDataLake\GPS\Grant Activity Missing Milestone Derived History.csv] (txt); //SC 20231030 - remove the export to csv for all tables","commented","",""
"8be957c3-5b4e-4798-8325-79e5cfb34916","GPS QVD Generator","183","[lib://AppData\PROD\AzureDataLake\SSR\Milestone Overdue Month.qvd]","out-of-scope","","unclassified lib:// occurrence (no FROM/DIRECTORY context)"
"8be957c3-5b4e-4798-8325-79e5cfb34916","GPS QVD Generator","186","//STORE [Milestone Overdue Month] into [lib://AppData\PROD\AzureDataLake\SSR\Milestone Overdue Month.csv] (txt); //SC 20231030 - remove the export to csv for all tables","commented","",""
"8be957c3-5b4e-4798-8325-79e5cfb34916","GPS QVD Generator","190","[lib://AppData\PROD\AzureDataLake\SSR\Grant Activity Milestone.qvd]","out-of-scope","","unclassified lib:// occurrence (no FROM/DIRECTORY context)"
"8be957c3-5b4e-4798-8325-79e5cfb34916","GPS QVD Generator","193","//STORE [Grant Activity Milestone] into [lib://AppData\PROD\AzureDataLake\SSR\Grant Activity Milestone.csv] (txt); //SC 20231030 - remove the export to csv for all tables","commented","",""
"8be957c3-5b4e-4798-8325-79e5cfb34916","GPS QVD Generator","255","[lib://AppData\PROD\AzureDataLake\GPS\Grant Activity Missing Milestone.qvd]","out-of-scope","","unclassified lib:// occurrence (no FROM/DIRECTORY context)"
"8be957c3-5b4e-4798-8325-79e5cfb34916","GPS QVD Generator","329","[lib://AppData\PROD\AzureDataLake\GPS\Grant Activity Milestone.qvd]","out-of-scope","","unclassified lib:// occurrence (no FROM/DIRECTORY context)"
"8be957c3-5b4e-4798-8325-79e5cfb34916","GPS QVD Generator","349","[lib://AppData/PROD/AzureDataLake/FUSION/Grant Activity.qvd]","retargeted","[lib://Curated Data Store:DataFiles/10 Landing Area/FUSION/Grant Activity.qvd]",""
"8be957c3-5b4e-4798-8325-79e5cfb34916","GPS QVD Generator","356","[lib://AppData/PROD/AzureDataLake/FUSION/Source System.qvd]","retargeted","[lib://Curated Data Store:DataFiles/10 Landing Area/FUSION/Source System.qvd]",""
"8be957c3-5b4e-4798-8325-79e5cfb34916","GPS QVD Generator","359","[lib://AppData\PROD\AzureDataLake\GPS\Grant Managing Region.qvd]","out-of-scope","","unclassified lib:// occurrence (no FROM/DIRECTORY context)"
"8be957c3-5b4e-4798-8325-79e5cfb34916","GPS QVD Generator","360","//STORE [Grant Managing Region] into [lib://AppData\PROD\AzureDataLake\GPS\Grant Managing Region.csv] (txt); //SC 20231030 - remove the export to csv for all tables","commented","",""
"8be957c3-5b4e-4798-8325-79e5cfb34916","GPS QVD Generator","375","// FROM [lib://AppData/PROD/AzureDataLake/SSR/RGU Staff.qvd]","commented","",""
"8be957c3-5b4e-4798-8325-79e5cfb34916","GPS QVD Generator","386","// FROM [lib://AppDataProd/AzureDataLake/FUSION/Grant Activity.qvd]","commented","",""
"8be957c3-5b4e-4798-8325-79e5cfb34916","GPS QVD Generator","392","// FROM [lib://AppData/PROD/AzureDataLake/FUSION/Source System.qvd]","commented","",""
"8be957c3-5b4e-4798-8325-79e5cfb34916","GPS QVD Generator","411","// FROM [lib://AppDataProd/AzureDataLake/ESS/CDP/CDP Contract.QVD] (qvd)","commented","",""
"8be957c3-5b4e-4798-8325-79e5cfb34916","GPS QVD Generator","417","// FROM [lib://AppDataProd/AzureDataLake/ESS/CDP/CDP Region.QVD] (qvd);","commented","",""
"8be957c3-5b4e-4798-8325-79e5cfb34916","GPS QVD Generator","423","// FROM [lib://AppDataProd/AzureDataLake/FUSION/Grant Activity.qvd]","commented","",""
"8be957c3-5b4e-4798-8325-79e5cfb34916","GPS QVD Generator","606","[lib://AppData\PROD\AzureDataLake\GPS\Grant Activity Contact.qvd]","out-of-scope","","unclassified lib:// occurrence (no FROM/DIRECTORY context)"
"8be957c3-5b4e-4798-8325-79e5cfb34916","GPS QVD Generator","607","//STORE [Grant Activity Contact] into [lib://AppData\PROD\AzureDataLake\GPS\Grant Activity Contact.csv] (txt); //SC 20231030 - remove the export to csv for all tables","commented","",""
"8be957c3-5b4e-4798-8325-79e5cfb34916","GPS QVD Generator","630","[lib://AppData\PROD\AzureDataLake\GPS\Organisaiton Indigeniety.qvd]","out-of-scope","","unclassified lib:// occurrence (no FROM/DIRECTORY context)"
"8be957c3-5b4e-4798-8325-79e5cfb34916","GPS QVD Generator","631","//STORE [Organisaiton Indigeniety] into [lib://AppData\PROD\AzureDataLake\GPS\Organisaiton Indigeniety.csv] (txt); //SC 20231030 - remove the export to csv for all tables","commented","",""
"8be957c3-5b4e-4798-8325-79e5cfb34916","GPS QVD Generator","691","[lib://AppData\PROD\AzureDataLake\GPS\Grant Activity Performance.qvd]","out-of-scope","","unclassified lib:// occurrence (no FROM/DIRECTORY context)"
"8be957c3-5b4e-4798-8325-79e5cfb34916","GPS QVD Generator","694","//STORE [Grant Activity Performance] into [lib://AppData\PROD\AzureDataLake\GPS\Grant Activity Performance.csv] (txt); //SC 20231030 - remove the export to csv for all tables","commented","",""
"8be957c3-5b4e-4798-8325-79e5cfb34916","GPS QVD Generator","722","[lib://AppData\PROD\AzureDataLake\GPS\Grant Activity Performance Item.qvd]","out-of-scope","","unclassified lib:// occurrence (no FROM/DIRECTORY context)"
"8be957c3-5b4e-4798-8325-79e5cfb34916","GPS QVD Generator","725","//STORE [Grant Activity Performance Item] into [lib://AppData\PROD\AzureDataLake\GPS\Grant Activity Performance Item.csv] (txt); //SC 20231030 - remove the export to csv for all tables","commented","",""
"8be957c3-5b4e-4798-8325-79e5cfb34916","GPS QVD Generator","749","[lib://AppData\PROD\AzureDataLake\GPS\Grant Activity Performance Indicator.qvd]","out-of-scope","","unclassified lib:// occurrence (no FROM/DIRECTORY context)"
"8be957c3-5b4e-4798-8325-79e5cfb34916","GPS QVD Generator","752","//STORE [Grant Activity Performance Indicator] into [lib://AppData\PROD\AzureDataLake\GPS\Grant Activity Performance Indicator.csv] (txt); //SC 20231030 - remove the export to csv for all tables","commented","",""
"8be957c3-5b4e-4798-8325-79e5cfb34916","GPS QVD Generator","766","[lib://AppData\PROD\AzureDataLake\GPS\Grant Activity Performance Derived History.qvd]","out-of-scope","","unclassified lib:// occurrence (no FROM/DIRECTORY context)"
"8be957c3-5b4e-4798-8325-79e5cfb34916","GPS QVD Generator","769","//STORE [Grant Activity Performance Derived History] into [lib://AppData\PROD\AzureDataLake\GPS\Grant Activity Performance Derived History.csv] (txt); //SC 20231030 - remove the export to csv for all tables","commented","",""
"8be957c3-5b4e-4798-8325-79e5cfb34916","GPS QVD Generator","828","[lib://AppData\PROD\AzureDataLake\GPS\Grant Activity.qvd]","out-of-scope","","unclassified lib:// occurrence (no FROM/DIRECTORY context)"
"8be957c3-5b4e-4798-8325-79e5cfb34916","GPS QVD Generator","831","//STORE [Grant Activity] into [lib://AppData\PROD\AzureDataLake\GPS\Grant Activity.csv] (txt); //SC 20231030 - remove the export to csv for all tables","commented","",""
"8be957c3-5b4e-4798-8325-79e5cfb34916","GPS QVD Generator","847","[lib://AppData\PROD\AzureDataLake\GPS\Grant Activity Derived History.qvd]","out-of-scope","","unclassified lib:// occurrence (no FROM/DIRECTORY context)"
"8be957c3-5b4e-4798-8325-79e5cfb34916","GPS QVD Generator","850","//STORE [Grant Activity Derived History] into [lib://AppData\PROD\AzureDataLake\GPS\Grant Activity Derived History.csv] (txt); //SC 20231030 - remove the export to csv for all tables","commented","",""
"8be957c3-5b4e-4798-8325-79e5cfb34916","GPS QVD Generator","862","//	FROM [lib://AppData/PROD/AzureDataLake/FUSION/Grant Activity.qvd] (qvd);","commented","",""
"8be957c3-5b4e-4798-8325-79e5cfb34916","GPS QVD Generator","873","//	STORE [Grant Activity Derived History] INTO [lib://AppData\PROD\AzureDataLake\GPS\Grant Activity Derived History.qvd] (qvd);","commented","",""
"8be957c3-5b4e-4798-8325-79e5cfb34916","GPS QVD Generator","876","//	STORE [Grant Activity Derived History] INTO [lib://AppData\PROD\AzureDataLake\GPS\Grant Activity Derived History.csv] (txt);","commented","",""
"8be957c3-5b4e-4798-8325-79e5cfb34916","GPS QVD Generator","1023","[lib://AppData\PROD\AzureDataLake\GPS\Grant Activity Acquittal.qvd]","out-of-scope","","unclassified lib:// occurrence (no FROM/DIRECTORY context)"
"8be957c3-5b4e-4798-8325-79e5cfb34916","GPS QVD Generator","1026","//STORE [Grant Activity Acquittal] into [lib://AppData\PROD\AzureDataLake\GPS\Grant Activity Acquittal.csv] (txt); //SC 20231030 - remove the export to csv for all tables","commented","",""
"8be957c3-5b4e-4798-8325-79e5cfb34916","GPS QVD Generator","1048","[lib://AppData\PROD\AzureDataLake\GPS\Grant Activity Acquittal Item.qvd]","out-of-scope","","unclassified lib:// occurrence (no FROM/DIRECTORY context)"
"8be957c3-5b4e-4798-8325-79e5cfb34916","GPS QVD Generator","1051","//STORE [Grant Activity Acquittal Item] into [lib://AppData\PROD\AzureDataLake\GPS\Grant Activity Acquittal Item.csv] (txt); //SC 20231030 - remove the export to csv for all tables","commented","",""
"8be957c3-5b4e-4798-8325-79e5cfb34916","GPS QVD Generator","1067","[lib://AppData\PROD\AzureDataLake\GPS\Grant Activity Acquittal Error.qvd]","out-of-scope","","unclassified lib:// occurrence (no FROM/DIRECTORY context)"
"8be957c3-5b4e-4798-8325-79e5cfb34916","GPS QVD Generator","1070","//STORE [Grant Activity Acquittal Error] into [lib://AppData\PROD\AzureDataLake\GPS\Grant Activity Acquittal Error.csv] (txt); //SC 20231030 - remove the export to csv for all tables","commented","",""
"8be957c3-5b4e-4798-8325-79e5cfb34916","GPS QVD Generator","1086","[lib://AppData\PROD\AzureDataLake\GPS\Grant Activity Acquittal Derived History.qvd]","out-of-scope","","unclassified lib:// occurrence (no FROM/DIRECTORY context)"
"8be957c3-5b4e-4798-8325-79e5cfb34916","GPS QVD Generator","1089","//STORE [Grant Activity Acquittal Derived History] into [lib://AppData\PROD\AzureDataLake\GPS\Grant Activity Acquittal Derived History.csv] (txt); //SC 20231030 - remove the export to csv for all tables","commented","",""
"8be957c3-5b4e-4798-8325-79e5cfb34916","GPS QVD Generator","1168","[lib://AppData\PROD\AzureDataLake\GPS\Grant Application.qvd]","out-of-scope","","unclassified lib:// occurrence (no FROM/DIRECTORY context)"
"8be957c3-5b4e-4798-8325-79e5cfb34916","GPS QVD Generator","1171","//STORE [Grant Application] into [lib://AppData\PROD\AzureDataLake\GPS\Grant Application.csv] (txt); //SC 20231030 - remove the export to csv for all tables","commented","",""
"8be957c3-5b4e-4798-8325-79e5cfb34916","GPS QVD Generator","1189","[lib://AppData\PROD\AzureDataLake\GPS\Grant Application Derived History.qvd]","out-of-scope","","unclassified lib:// occurrence (no FROM/DIRECTORY context)"
"8be957c3-5b4e-4798-8325-79e5cfb34916","GPS QVD Generator","1192","//STORE [Grant Application Derived History] into [lib://AppData\PROD\AzureDataLake\GPS\Grant Application Derived History.csv] (txt); //SC 20231030 - remove the export to csv for all tables","commented","",""
"8be957c3-5b4e-4798-8325-79e5cfb34916","GPS QVD Generator","1223","[lib://AppData\PROD\AzureDataLake\GPS\Grant Application Financial FY.qvd]","out-of-scope","","unclassified lib:// occurrence (no FROM/DIRECTORY context)"
"8be957c3-5b4e-4798-8325-79e5cfb34916","GPS QVD Generator","1226","//STORE [Grant Application Derived History] into [lib://AppData\PROD\AzureDataLake\GPS\Grant Application Derived History.csv] (txt); //SC 20231030 - remove the export to csv for all tables","commented","",""
"8be957c3-5b4e-4798-8325-79e5cfb34916","GPS QVD Generator","1262","[lib://AppData\PROD\AzureDataLake\GPS\Grant Application Assessment Score.qvd]","out-of-scope","","unclassified lib:// occurrence (no FROM/DIRECTORY context)"
"8be957c3-5b4e-4798-8325-79e5cfb34916","GPS QVD Generator","1265","//STORE [Grant Application Assessment Score] into [lib://AppData\PROD\AzureDataLake\GPS\Grant Application Assessment Score.csv] (txt); //SC 20231030 - remove the export to csv for all tables","commented","",""
"8be957c3-5b4e-4798-8325-79e5cfb34916","GPS QVD Generator","1306","[lib://AppData\PROD\AzureDataLake\GPS\Grant Application Assessment Details.qvd]","out-of-scope","","unclassified lib:// occurrence (no FROM/DIRECTORY context)"
"8be957c3-5b4e-4798-8325-79e5cfb34916","GPS QVD Generator","1309","//STORE [Grant Application Assessment Details] into [lib://AppData\PROD\AzureDataLake\GPS\Grant Application Assessment Details.csv] (txt); //SC 20231030 - remove the export to csv for all tables","commented","",""
"8be957c3-5b4e-4798-8325-79e5cfb34916","GPS QVD Generator","1341","[lib://AppData\PROD\AzureDataLake\GPS\Grant Application Compliance Assessment.qvd]","out-of-scope","","unclassified lib:// occurrence (no FROM/DIRECTORY context)"
